,0,Lead Amount ppb,Partial Postal Code,Sample Number,Sampled Date
599,,0.0530,M6P,1635147.0,2014-09-02
600,,3.10,M4E,1639253.0,2014-09-02
601,,0.112,M4P,1636200.0,2014-09-02
603,,0.0713,M4M,1639190.0,2014-09-02
604,,<0.0500,M4W,1635148.0,2014-09-02
602,,2.00,M6J,1638209.0,2014-09-02
588,,5.95,M4N,1636214.0,2014-09-03
591,,4.26,M6N,1639341.0,2014-09-03
589,,0.0524,M9B,1638564.0,2014-09-03
590,,2.06,M4E,1636273.0,2014-09-03
592,,0.309,M1G,1636275.0,2014-09-03
598,,<0.0500,M4J,1636284.0,2014-09-03
594,,2.78,M6K,1638556.0,2014-09-03
595,,0.711,M5R,1638552.0,2014-09-03
596,,0.0829,M6P,1638562.0,2014-09-03
597,,0.466,M6H,1639353.0,2014-09-03
593,,0.878,M6H,1638563.0,2014-09-03
573,,0.108,M9A,1635162.0,2014-09-04
574,,0.228,M4G,1636219.0,2014-09-04
572,,4.74,M4L,1637992.0,2014-09-04
576,,4.90,M5P,1638545.0,2014-09-04
570,,1.80,M4N,1638010.0,2014-09-04
569,,<0.0500,m2l,1638044.0,2014-09-04
568,,8.93,M4S,1639273.0,2014-09-04
571,,1.51,M4E,1637983.0,2014-09-04
577,,1.12,M4C,1636272.0,2014-09-04
575,,1.17,M1N,1639181.0,2014-09-04
579,,8.57,M4K,1639228.0,2014-09-04
580,,11.2,M4T,1639172.0,2014-09-04
578,,0.138,M2N,1637950.0,2014-09-04
581,,1.34,M3C,1636268.0,2014-09-04
582,,<0.0500,M4B,1639202.0,2014-09-04
583,,1.49,M4K,1639173.0,2014-09-04
584,,5.69,M4L,1638218.0,2014-09-04
585,,0.291,M4T,1639182.0,2014-09-04
586,,0.186,M6C,1639338.0,2014-09-04
587,,3.87,M6E,1636221.0,2014-09-04
558,,0.111,M6K,1637913.0,2014-09-05
559,,0.0991,M4M,1636282.0,2014-09-05
561,,<0.0500,M6H,1636220.0,2014-09-05
562,,0.934,M4C,1639166.0,2014-09-05
560,,0.899,M4L,1639167.0,2014-09-05
564,,0.483,M3H,1637991.0,2014-09-05
565,,0.0729,M4N,1638055.0,2014-09-05
566,,0.135,M5A,1638015.0,2014-09-05
567,,6.00,M6S,1639304.0,2014-09-05
563,,2.67,M6S,1637955.0,2014-09-05
557,,0.101,M4K,1639198.0,2014-09-06
556,,0.113,M6R,1638561.0,2014-09-06
548,,3.14,M5P,1637892.0,2014-09-07
549,,<0.0500,M6C,1638020.0,2014-09-07
550,,<0.0500,M6C,1637934.0,2014-09-07
551,,3.19,M6R,1637989.0,2014-09-07
553,,<0.0500,M5N,1637953.0,2014-09-07
554,,3.27,M6P,1648686.0,2014-09-07
555,,0.0701,M5R,1637888.0,2014-09-07
552,,59.9,M6K,1637984.0,2014-09-07
541,,13.8,M5A,1638036.0,2014-09-08
538,,<0.0500,M6S,1639366.0,2014-09-08
539,,0.0657,M3B,1637935.0,2014-09-08
540,,<0.0500,M4S,1639237.0,2014-09-08
542,,0.163,M4G,1638048.0,2014-09-08
537,,0.0516,M4G,1637930.0,2014-09-08
544,,0.0770,M6C,1641206.0,2014-09-08
545,,0.0856,M6G,1641944.0,2014-09-08
546,,2.62,M4L,1639244.0,2014-09-08
547,,0.473,M5R,1638572.0,2014-09-08
543,,0.186,M6G,1638565.0,2014-09-08
529,,0.281,M3B,1639252.0,2014-09-09
530,,0.471,M3H,1641889.0,2014-09-09
531,,0.449,M1N,1642805.0,2014-09-09
532,,0.151,M4L,1637981.0,2014-09-09
533,,0.113,M6C,1638560.0,2014-09-09
534,,3.69,M5M,1642612.0,2014-09-09
535,,2.05,M6G,1642628.0,2014-09-09
536,,0.131,M4B,1642803.0,2014-09-09
520,,0.108,M4P,1639168.0,2014-09-10
521,,<0.0500,M5R,1662812.0,2014-09-10
522,,0.985,M4K,1641904.0,2014-09-10
523,,<0.0500,M5S,1641193.0,2014-09-10
528,,10.3,M4G,1639254.0,2014-09-10
525,,0.241,M6P,1642808.0,2014-09-10
526,,0.446,M4S,1642810.0,2014-09-10
527,,1.13,M6C,1642616.0,2014-09-10
524,,0.247,M6P,1642630.0,2014-09-10
511,,0.101,M8Z,1642620.0,2014-09-11
507,,0.142,M4B,1642607.0,2014-09-11
508,,2.00,M4P,1641191.0,2014-09-11
509,,0.217,M4K,1641322.0,2014-09-11
510,,<0.0500,M9C,1642643.0,2014-09-11
512,,0.0676,M9M,1642582.0,2014-09-11
519,,0.0901,M6R,1642790.0,2014-09-11
514,,0.685,M5M,1641898.0,2014-09-11
515,,0.145,M1M,1642800.0,2014-09-11
516,,0.171,M5R,1638542.0,2014-09-11
517,,<0.0500,M4L,1642652.0,2014-09-11
518,,2.13,M6P,1642651.0,2014-09-11
513,,<0.0500,M1T,1642644.0,2014-09-11
498,,13.2,M4L,1641309.0,2014-09-12
499,,1.29,M4L,1641909.0,2014-09-12
500,,0.0547,M5P,1642617.0,2014-09-12
501,,1.88,M4E,1639243.0,2014-09-12
504,,7.00,M5M,1641212.0,2014-09-12
503,,<0.0500,M4N,1641205.0,2014-09-12
505,,0.0733,M4A,1642645.0,2014-09-12
506,,<0.0500,M5P,1642615.0,2014-09-12
497,,1.73,M1N,1639186.0,2014-09-12
502,,0.113,M4N,1641189.0,2014-09-12
496,,1.39,M6E,1642614.0,2014-09-12
495,,0.616,M6R,1642642.0,2014-09-12
494,,1.10,M4K,1642811.0,2014-09-12
493,,2.09,M4R,1641298.0,2014-09-12
492,,<0.0500,M4N,1641937.0,2014-09-14
491,,0.217,M5P,1642622.0,2014-09-14
490,,0.133,M4R,1641919.0,2014-09-14
489,,0.0656,M4B,1641250.0,2014-09-14
488,,2.42,M6G,1641940.0,2014-09-14
487,,1.58,M4C,1642654.0,2014-09-14
477,,0.0669,M5P,1645505.0,2014-09-15
478,,<0.0500,M4R,1645104.0,2014-09-15
479,,3.51,M5N,1641932.0,2014-09-15
480,,2.13,M5M,1641950.0,2014-09-15
481,,0.862,M4K,1642802.0,2014-09-15
484,,10.3,M6J,1642583.0,2014-09-15
483,,0.0515,M4G,1641923.0,2014-09-15
485,,0.267,M5N,1642640.0,2014-09-15
486,,0.112,M4T,1644482.0,2014-09-15
482,,3.92,M4L,1642804.0,2014-09-15
470,,<0.0500,M1R,1642807.0,2014-09-16
468,,0.0919,M1X,1640529.0,2014-09-16
469,,0.176,M4K,1642801.0,2014-09-16
471,,0.449,M4E,1642641.0,2014-09-16
475,,0.199,M3H,1644361.0,2014-09-16
473,,1.57,M6H,1644440.0,2014-09-16
474,,0.541,M4L,1642809.0,2014-09-16
476,,0.513,M4V,1644457.0,2014-09-16
472,,2.82,M4N,1645127.0,2014-09-16
459,,3.98,M8W,1642646.0,2014-09-17
460,,3.82,M4J,1642649.0,2014-09-17
461,,0.0745,M8Y,1645162.0,2014-09-17
462,,0.0948,M6R,1645500.0,2014-09-17
463,,<0.0500,M2N,1644409.0,2014-09-17
465,,0.417,M4T,1644451.0,2014-09-17
466,,0.930,M4L,1642806.0,2014-09-17
467,,10.9,M5M,1645139.0,2014-09-17
464,,<0.0500,M6E,1645504.0,2014-09-17
453,,<0.0500,M1N,1644441.0,2014-09-18
451,,0.0768,M9W,1645160.0,2014-09-18
452,,0.0674,M9A,1645156.0,2014-09-18
454,,1.54,M6K,1645502.0,2014-09-18
455,,0.137,M4J,1646556.0,2014-09-18
456,,5.23,M4P,1644443.0,2014-09-18
457,,0.557,M6H,1645073.0,2014-09-18
458,,0.108,M5R,1644359.0,2014-09-18
450,,0.154,M4L,1644453.0,2014-09-19
449,,1.59,M4L,1646576.0,2014-09-19
448,,1.33,M4G,1646501.0,2014-09-19
447,,0.696,M4J,1642653.0,2014-09-19
446,,0.0770,M6P,1645507.0,2014-09-19
445,,0.631,M5R,1645503.0,2014-09-19
444,,2.82,M6H,1645506.0,2014-09-19
443,,0.0680,M4N,1644378.0,2014-09-19
442,,0.142,M6E,1645508.0,2014-09-19
441,,18.3,M6R,1645161.0,2014-09-20
436,,0.0848,M8X,1645189.0,2014-09-22
437,,2.38,M6H,1648697.0,2014-09-22
435,,<0.0500,M1K,1645501.0,2014-09-22
439,,1.71,M4M,1645072.0,2014-09-22
440,,0.966,M4L,1644446.0,2014-09-22
438,,<0.0500,M8Y,1648777.0,2014-09-22
434,,29.3,M4S,1646522.0,2014-09-23
433,,1.14,M4L,1646538.0,2014-09-23
432,,9.84,M4R,1649773.0,2014-09-23
431,,0.212,M9P,1645158.0,2014-09-23
423,,0.412,M4C,1646535.0,2014-09-24
424,,51.9,M8V,1648801.0,2014-09-24
425,,2.30,M4L,1649786.0,2014-09-24
426,,0.0797,M6P,1649057.0,2014-09-24
427,,10.9,M5A,1648547.0,2014-09-24
429,,4.64,M4N,1651386.0,2014-09-24
430,,1.13,M5T,1648696.0,2014-09-24
428,,0.221,M2N,1645142.0,2014-09-24
413,,18.9,M4S,1649805.0,2014-09-25
408,,1.82,M4L,1649776.0,2014-09-25
409,,4.70,M4C,1648765.0,2014-09-25
410,,0.290,M4J,1646572.0,2014-09-25
411,,0.167,M4K,1648687.0,2014-09-25
412,,3.53,M1N,1652855.0,2014-09-25
414,,0.105,M6K,1649766.0,2014-09-25
415,,0.468,M6K,1649158.0,2014-09-25
416,,0.223,M5N,1649804.0,2014-09-25
417,,0.159,M6N,1649153.0,2014-09-25
418,,0.615,M6P,1648521.0,2014-09-25
419,,0.152,M6H,1648684.0,2014-09-25
420,,1.77,M4C,1646533.0,2014-09-25
421,,0.104,M1K,1648736.0,2014-09-25
422,,0.0846,M4M,1648560.0,2014-09-25
403,,2.19,M6H,1649788.0,2014-09-26
404,,0.0729,M5M,1648781.0,2014-09-26
405,,1.87,M6E,1648685.0,2014-09-26
406,,0.180,M1G,1651993.0,2014-09-26
407,,0.244,M5R,1649820.0,2014-09-26
402,,<0.0500,M1M,1652889.0,2014-09-28
401,,0.0958,M6B,1648776.0,2014-09-28
400,,1.63,M4N,1648688.0,2014-09-28
390,,0.152,M2N,1648775.0,2014-09-29
391,,0.132,M1L,1649802.0,2014-09-29
392,,0.729,M4K,1648698.0,2014-09-29
394,,2.43,M4N,1651378.0,2014-09-29
393,,2.36,M6E,1651435.0,2014-09-29
396,,1.76,M4L,1649789.0,2014-09-29
397,,0.207,M6P,1649065.0,2014-09-29
398,,4.92,M5R,1651382.0,2014-09-29
399,,0.0656,M1K,1652063.0,2014-09-29
395,,<0.0500,M6P,1649043.0,2014-09-29
381,,1.07,M4J,1649787.0,2014-09-30
382,,0.213,M6S,1649772.0,2014-09-30
384,,0.0524,M6R,1649764.0,2014-09-30
385,,1.15,M4N,1649816.0,2014-09-30
383,,2.77,M1N,1649790.0,2014-09-30
387,,1.14,M4M,1651379.0,2014-09-30
388,,0.766,M6P,1652026.0,2014-09-30
389,,0.270,M9C,1649765.0,2014-09-30
386,,0.0781,M3H,1651368.0,2014-09-30
378,,0.214,M6G,1652852.0,2014-10-01
374,,0.0936,M4K,1649817.0,2014-10-01
379,,0.787,M5N,1651444.0,2014-10-01
373,,0.0873,M8Y,1652888.0,2014-10-01
364,,<0.0500,M5M,1651387.0,2014-10-02
361,,0.0774,M4C,1653006.0,2014-10-02
359,,0.244,M4C,1649821.0,2014-10-02
367,,<0.0500,M4E,1653013.0,2014-10-02
338,,0.0855,M5S,1651433.0,2014-10-07
340,,1.80,M4L,1653055.0,2014-10-07
332,,1.04,M4G,1653061.0,2014-10-08
335,,1.85,M6E,1656082.0,2014-10-08
328,,0.325,M2M,1656040.0,2014-10-09
326,,<0.0500,M6B,1656097.0,2014-10-09
323,,<0.0500,M4N,1656042.0,2014-10-09
321,,0.207,M1C,1662808.0,2014-10-10
318,,0.719,M6G,1656046.0,2014-10-10
319,,0.286,M1S,1663074.0,2014-10-10
315,,0.104,M4K,1656059.0,2014-10-13
308,,4.66,M4M,1656113.0,2014-10-14
310,,<0.0500,M4K,1656115.0,2014-10-14
311,,0.378,M6J,1656096.0,2014-10-14
304,,0.0607,M4J,1660694.0,2014-10-15
301,,0.364,M6C,1656061.0,2014-10-15
305,,0.146,M5T,1658644.0,2014-10-15
300,,0.319,M6R,1658645.0,2014-10-16
294,,<0.0500,M9B,1656118.0,2014-10-16
285,,<0.0500,M6R,1657834.0,2014-10-17
291,,4.60,M4N,1657896.0,2014-10-17
282,,<0.0500,M5M,1657923.0,2014-10-19
275,,0.0973,M8V,1663009.0,2014-10-20
274,,0.743,M4K,1657995.0,2014-10-20
270,,6.99,M4B,1660962.0,2014-10-21
269,,0.141,M5M,1662577.0,2014-10-21
267,,<0.0500,M6C,1662955.0,2014-10-22
263,,0.186,M5T,1662561.0,2014-10-22
258,,0.213,M6E,1662448.0,2014-10-24
260,,1.31,M4J,1667508.0,2014-10-24
255,,0.0807,M6G,1662736.0,2014-10-24
256,,6.09,M4T,1667509.0,2014-10-24
251,,2.23,M4L,1667539.0,2014-10-27
247,,<0.0500,M1P,1662954.0,2014-10-27
245,,0.488,M6R,1662720.0,2014-10-27
249,,5.87,M6J,1662709.0,2014-10-27
228,,2.06,M4C,1667505.0,2014-10-29
232,,1.13,M4E,1662030.0,2014-10-29
235,,<0.0500,M8X,1666564.0,2014-10-29
230,,<0.0500,M6H,1666574.0,2014-10-29
227,,1.77,M6J,1666601.0,2014-10-29
221,,<0.0500,M6C,1666050.0,2014-10-30
215,,0.464,M6P,1674069.0,2014-11-01
214,,1.42,M6S,1665919.0,2014-11-02
212,,0.0796,M4E,1667506.0,2014-11-03
213,,3.91,M5M,1666056.0,2014-11-03
209,,0.0594,M4Y,1670537.0,2014-11-04
207,,0.944,M6K,1666543.0,2014-11-04
208,,1.02,M6J,1666081.0,2014-11-04
206,,0.957,M5R,1665874.0,2014-11-04
197,,<0.0500,M4V,1670553.0,2014-11-05
198,,<0.0500,M4E,1670512.0,2014-11-05
199,,0.957,M4J,1667443.0,2014-11-05
202,,1.11,M6N,1670560.0,2014-11-05
204,,9.34,M6J,1670564.0,2014-11-05
201,,0.257,M4J,1667503.0,2014-11-05
203,,1.64,M4C,1671315.0,2014-11-05
205,,0.188,M5A,1670562.0,2014-11-05
196,,0.436,M4J,1670568.0,2014-11-06
195,,0.747,M4J,1671316.0,2014-11-06
192,,0.619,M6R,1670561.0,2014-11-06
193,,3.02,M4N,1672521.0,2014-11-06
194,,0.284,M5M,1672514.0,2014-11-06
188,,0.375,M4C,1671298.0,2014-11-07
186,,1.40,M4K,1670555.0,2014-11-07
191,,0.172,M5M,1672474.0,2014-11-07
185,,<0.0500,M5P,1670554.0,2014-11-08
184,,<0.0500,M4J,1670546.0,2014-11-09
177,,0.0552,M4C,1671317.0,2014-11-10
181,,13.4,M6J,1670485.0,2014-11-10
180,,<0.0500,M4N,1672512.0,2014-11-10
176,,0.196,M5A,1670557.0,2014-11-10
183,,0.247,M4J,1671259.0,2014-11-10
173,,<0.0500,M5R,1670563.0,2014-11-11
172,,1.05,M4M,1671321.0,2014-11-11
169,,0.196,M4G,1672550.0,2014-11-12
168,,<0.0500,M2N,1672523.0,2014-11-12
170,,0.358,M4B,1674071.0,2014-11-12
166,,<0.0500,M6H,1670516.0,2014-11-12
165,,1.49,M6R,1673319.0,2014-11-13
162,,36.6,M4N,1672479.0,2014-11-13
164,,0.456,M6R,1673322.0,2014-11-13
160,,0.145,M4N,1672475.0,2014-11-13
163,,0.107,M1S,1682790.0,2014-11-13
158,,6.11,M5M,1672511.0,2014-11-13
159,,1.53,M4L,1671257.0,2014-11-13
161,,4.39,M6R,1673295.0,2014-11-13
155,,5.67,M4M,1672520.0,2014-11-14
154,,0.325,M8X,1673315.0,2014-11-14
156,,0.0691,M4J,1671258.0,2014-11-14
157,,0.110,M6E,1672472.0,2014-11-14
152,,0.201,M4J,1672519.0,2014-11-15
151,,2.16,M4P,1672490.0,2014-11-16
148,,0.978,M4L,1674086.0,2014-11-17
150,,2.58,M4R,1675896.0,2014-11-17
146,,<0.0500,M4J,1674088.0,2014-11-17
149,,0.481,M6R,1673349.0,2014-11-17
147,,9.46,M4G,1672513.0,2014-11-17
138,,0.982,M4L,1675919.0,2014-11-18
144,,0.221,M5M,1675921.0,2014-11-18
143,,0.192,M4E,1674083.0,2014-11-18
142,,7.05,M6S,1680850.0,2014-11-18
139,,0.219,M6G,1675920.0,2014-11-18
141,,<0.0500,M6M,1675840.0,2014-11-18
145,,0.206,M4B,1674085.0,2014-11-18
136,,1.39,M4L,1674087.0,2014-11-19
134,,2.78,M5M,1675898.0,2014-11-19
135,,1.05,M4J,1674089.0,2014-11-19
137,,<0.0500,M4E,1675860.0,2014-11-19
133,,<0.0500,M6H,1676206.0,2014-11-20
130,,3.67,M4L,1679606.0,2014-11-22
129,,<0.0500,M4C,1675895.0,2014-11-23
124,,0.0997,M6P,1680827.0,2014-11-24
126,,1.89,M4K,1677593.0,2014-11-24
122,,0.999,M4R,1679618.0,2014-11-24
125,,0.810,M6P,1676240.0,2014-11-24
127,,0.338,M4M,1675398.0,2014-11-24
120,,2.37,M6J,1679630.0,2014-11-25
113,,0.222,M6P,1680642.0,2014-11-26
118,,0.0782,M6R,1679641.0,2014-11-26
110,,1.35,M4P,1679620.0,2014-11-28
105,,0.796,M6E,1680643.0,2014-11-28
111,,1.26,M4C,1680845.0,2014-11-28
107,,0.275,M3H,1679592.0,2014-11-28
106,,0.471,M6J,1679616.0,2014-11-28
103,,0.748,M6H,1678177.0,2014-11-29
102,,0.0618,M5M,1679642.0,2014-12-01
101,,0.386,M4P,1679515.0,2014-12-01
100,,6.33,M4L,1680763.0,2014-12-01
99,,3.75,M8Y,1679619.0,2014-12-01
98,,<0.0500,M4G,1679603.0,2014-12-01
92,,0.0758,M9P,1680840.0,2014-12-02
94,,<0.0500,M6G,1682222.0,2014-12-02
93,,0.836,M6G,1682332.0,2014-12-02
96,,1.76,M6G,1682355.0,2014-12-02
95,,<0.0500,M3B,1680758.0,2014-12-02
97,,3.81,M6E,1679614.0,2014-12-02
83,,0.0729,M1N,1682785.0,2014-12-03
85,,<0.0500,M1K,1682787.0,2014-12-03
86,,<0.0500,M5R,1682926.0,2014-12-03
87,,2.85,M5M,1679657.0,2014-12-03
84,,<0.0500,M6H,1682812.0,2014-12-03
89,,0.167,M6S,1682813.0,2014-12-03
90,,1.54,M9M,1682927.0,2014-12-03
91,,0.445,M9C,1682771.0,2014-12-03
88,,2.07,M6C,1682195.0,2014-12-03
82,,0.0798,M5S,1682925.0,2014-12-04
81,,0.174,M8Y,1682930.0,2014-12-04
80,,<0.0500,M9A,1682923.0,2014-12-04
79,,<0.0500,M8Y,1682929.0,2014-12-04
78,,<0.0500,M8X,1682819.0,2014-12-04
77,,0.999,M6P,1682796.0,2014-12-05
76,,5.17,M6P,1682821.0,2014-12-06
73,,0.0757,M5M,1682278.0,2014-12-07
72,,0.0565,M9N,1682822.0,2014-12-07
74,,1.82,M4J,1682291.0,2014-12-07
75,,<0.0500,M9N,1682928.0,2014-12-07
71,,0.703,M4P,1682266.0,2014-12-08
70,,0.0760,M4N,1682292.0,2014-12-08
69,,0.254,M4P,1682230.0,2014-12-08
68,,2.52,M6S,1682786.0,2014-12-08
67,,0.0707,M2L,1682275.0,2014-12-08
66,,<0.0500,M1R,1682277.0,2014-12-08
65,,1.10,M6P,1682915.0,2014-12-08
63,,3.47,M4E,1682922.0,2014-12-09
62,,0.923,M5P,1686531.0,2014-12-09
64,,1.75,M4L,1685641.0,2014-12-09
61,,0.0617,M8Y,1685703.0,2014-12-10
60,,0.193,M6N,1686615.0,2014-12-10
59,,<0.0500,M4N,1686534.0,2014-12-10
58,,0.0589,M8V,1685668.0,2014-12-10
57,,<0.0500,M9A,1685639.0,2014-12-10
56,,0.446,M3M,1691247.0,2014-12-10
54,,0.0602,M9N,1682846.0,2014-12-11
53,,0.254,M4C,1686658.0,2014-12-11
55,,<0.0500,M4C,1686613.0,2014-12-11
51,,2.57,M6S,1685640.0,2014-12-12
52,,8.11,M8Y,1685704.0,2014-12-12
50,,0.922,M5J,1685667.0,2014-12-13
49,,0.136,M3H,1686642.0,2014-12-13
48,,<0.0500,M4E,1686630.0,2014-12-14
47,,<0.0500,M6P,1686524.0,2014-12-14
41,,0.153,M2R,1686547.0,2014-12-15
42,,1.47,M6S,1686612.0,2014-12-15
43,,0.0545,M4K,1686645.0,2014-12-15
44,,0.247,M4R,1685702.0,2014-12-15
45,,0.221,M4C,1686614.0,2014-12-15
46,,<0.0500,M9P,1685661.0,2014-12-15
40,,<0.0500,M2N,1686656.0,2014-12-16
39,,0.0582,M3M,1685701.0,2014-12-16
38,,2.59,M9C,1685609.0,2014-12-16
37,,0.120,M4J,1686646.0,2014-12-16
36,,<0.0500,M1L,1685678.0,2014-12-16
33,,0.226,M4G,1690472.0,2014-12-17
34,,2.46,M4M,1687916.0,2014-12-17
35,,1.16,M6H,1686532.0,2014-12-17
32,,<0.0500,M6R,1690329.0,2014-12-18
31,,1.07,M6S,1690473.0,2014-12-18
30,,0.377,M9B,1689450.0,2014-12-18
29,,3.06,M6C,1691266.0,2014-12-18
28,,8.01,M6J,1690347.0,2014-12-19
27,,<0.0500,M9A,1689418.0,2014-12-19
26,,<0.0500,M6H,1686545.0,2014-12-19
25,,0.192,M4C,1690528.0,2014-12-20
22,,0.836,M4M,1689419.0,2014-12-22
24,,0.207,M4L,1689421.0,2014-12-22
23,,0.0521,M6J,1689422.0,2014-12-22
21,,0.121,M1P,1694358.0,2014-12-23
20,,0.811,M6H,1689448.0,2014-12-23
19,,0.342,M5T,1689416.0,2014-12-23
18,,0.0960,M2N,1691252.0,2014-12-24
12,,0.0911,M4C,1690442.0,2014-12-29
11,,<0.0500,M5P,1691249.0,2014-12-29
13,,0.177,M6G,1690467.0,2014-12-29
17,,0.288,M4J,1690515.0,2014-12-29
15,,0.0596,M4T,1689449.0,2014-12-29
16,,12.8,M5A,1689420.0,2014-12-29
14,,12.8,M5M,1691254.0,2014-12-29
2,,<0.0500,M9A,1694355.0,2014-12-30
4,,0.623,M4J,1690474.0,2014-12-30
5,,0.574,M4C,1691251.0,2014-12-30
6,,2.89,M4S,1689417.0,2014-12-30
3,,<0.0500,M1L,1690423.0,2014-12-30
8,,0.475,M6S,1690348.0,2014-12-30
9,,0.0913,M5S,1693950.0,2014-12-30
10,,0.0867,M4G,1693949.0,2014-12-30
7,,0.889,M4G,1691250.0,2014-12-30
1,,<0.0500,M5N,1691248.0,2014-12-31
0,,1.51,M6H,1690402.0,2014-12-31
963,,0.645,M4R,1691253.0,2015-01-06
948,,2.84,M5M,1696470.0,2015-01-13
887,,2.67,M6E,1702166.0,2015-02-02
881,,0.210,M4J,1703221.0,2015-02-04
882,,0.985,M6S,1707091.0,2015-02-04
879,,0.0503,M5M,1704088.0,2015-02-05
877,,0.125,M6C,1707088.0,2015-02-06
875,,0.0524,M3H,1706552.0,2015-02-06
874,,<0.0500,M3L,1706246.0,2015-02-08
868,,0.917,M4L,1707949.0,2015-02-09
870,,4.02,,1705488.0,2015-02-09
871,,2.07,M4J,1705276.0,2015-02-09
864,,0.127,M6S,1707073.0,2015-02-10
863,,12.4,M6C,1707945.0,2015-02-10
857,,0.719,M4R,1706244.0,2015-02-11
860,,0.0870,M4E,1705274.0,2015-02-11
859,,<0.0500,M4E,1705277.0,2015-02-11
855,,0.764,M4C,1707947.0,2015-02-12
851,,0.137,M4J,1707089.0,2015-02-13
848,,<0.0500,M4C,1707086.0,2015-02-17
850,,<0.0500,M4C,1707071.0,2015-02-17
845,,0.126,M6N,1707946.0,2015-02-18
843,,0.120,M5N,1708926.0,2015-02-20
834,,1.22,M4C,1712329.0,2015-02-25
826,,3.61,M6P,1711159.0,2015-02-27
827,,2.26,M4R,1713907.0,2015-02-27
823,,0.0503,M6P,1714167.0,2015-03-01
812,,<0.0500,M4K,1713911.0,2015-03-03
808,,1.45,M4L,1712331.0,2015-03-04
805,,0.103,M4K,1712330.0,2015-03-04
803,,<0.0500,M3H,1713961.0,2015-03-06
795,,0.0572,M5R,1713959.0,2015-03-09
794,,0.102,M6K,1716637.0,2015-03-10
789,,0.212,M6J,1716672.0,2015-03-11
788,,4.30,M4L,1716678.0,2015-03-11
784,,0.123,M6G,1716679.0,2015-03-13
780,,0.827,M4C,1719252.0,2015-03-14
776,,0.365,M4L,1719239.0,2015-03-15
774,,<0.0500,M4B,1717786.0,2015-03-16
773,,1.58,M4M,1717789.0,2015-03-16
766,,0.0798,M8Y,1719681.0,2015-03-18
762,,0.809,M6P,1719277.0,2015-03-20
745,,0.0604,M5K,1722203.0,2015-03-27
737,,0.372,M4C,1723343.0,2015-03-30
730,,<0.0500,M6R,1733224.0,2015-04-01
728,,0.520,M4M,1724173.0,2015-04-01
734,,0.282,M4K,1723342.0,2015-04-01
729,,0.874,M4L,1723346.0,2015-04-01
733,,0.558,M5R,1724172.0,2015-04-01
726,,0.474,M4V,1724217.0,2015-04-02
727,,<0.0500,M4L,1724429.0,2015-04-02
723,,0.803,M6J,1726143.0,2015-04-02
724,,1.79,M8W,1724209.0,2015-04-02
722,,0.332,M4E,1724210.0,2015-04-04
721,,0.675,M4J,1724427.0,2015-04-06
719,,0.0727,M4E,1725032.0,2015-04-07
716,,1.36,M6J,1726141.0,2015-04-08
717,,0.0511,M6C,1726139.0,2015-04-08
713,,<0.0500,M8V,1724174.0,2015-04-08
709,,0.255,M6S,1726136.0,2015-04-09
708,,1.36,M4M,1733451.0,2015-04-09
704,,<0.0500,M6E,1727406.0,2015-04-10
705,,0.144,M4C,1727408.0,2015-04-10
706,,0.491,M4M,1726140.0,2015-04-10
701,,0.134,M4S,1726144.0,2015-04-12
697,,1.37,M4E,1727404.0,2015-04-14
691,,<0.0500,M8Z,1726423.0,2015-04-14
693,,1.32,M8V,1728828.0,2015-04-14
692,,15.8,M6S,1729223.0,2015-04-14
698,,9.22,M5S,1728739.0,2015-04-14
695,,18.2,M4M,1727410.0,2015-04-14
694,,1.75,M5M,1728740.0,2015-04-14
688,,0.365,M9C,1729222.0,2015-04-15
683,,<0.0500,M4K,1733105.0,2015-04-15
685,,1.56,M4J,1727411.0,2015-04-15
684,,<0.0500,M9B,1733134.0,2015-04-15
687,,<0.0500,M6M,1726420.0,2015-04-15
682,,0.133,M4V,1728798.0,2015-04-16
680,,0.824,M6G,1728738.0,2015-04-16
679,,1.02,M5G,1728749.0,2015-04-17
677,,0.0806,M4L,1728737.0,2015-04-19
678,,0.411,M4R,1731711.0,2015-04-19
674,,<0.0500,M4B,1730032.0,2015-04-20
675,,<0.0500,M6R,1728741.0,2015-04-20
666,,0.171,M4M,1730019.0,2015-04-21
665,,0.463,M4L,1730030.0,2015-04-21
669,,<0.0500,M6G,1733452.0,2015-04-21
672,,2.37,M6E,1728751.0,2015-04-21
671,,0.338,M4C,1730014.0,2015-04-21
673,,0.163,M5V,1731381.0,2015-04-21
670,,0.808,M5R,1733135.0,2015-04-21
660,,<0.0500,M4M,1730034.0,2015-04-22
662,,<0.0500,M4X,1733095.0,2015-04-22
658,,0.882,M4K,1731387.0,2015-04-23
654,,0.0572,M1J,1731709.0,2015-04-24
649,,<0.0500,M4E,1731383.0,2015-04-27
641,,0.311,M4J,1735276.0,2015-04-29
643,,<0.0500,M6E,1733233.0,2015-04-29
642,,0.182,M5M,1733098.0,2015-04-29
638,,0.933,M6P,1733892.0,2015-05-01
637,,<0.0500,M9A,1734321.0,2015-05-01
636,,1.86,M6S,1733893.0,2015-05-03
635,,0.0678,M6R,1733896.0,2015-05-03
634,,1.24,M4K,1733895.0,2015-05-04
633,,0.398,M8X,1735292.0,2015-05-05
632,,2.14,M5M,1737779.0,2015-05-05
631,,2.15,M4X,1735277.0,2015-05-05
630,,0.0619,M4K,1740444.0,2015-05-05
