,Sample Number,Sampled Date,Partial Postal Code,Lead Amount ppb
1738,1599968,2014-06-12,M4M,4.60
1713,1599006,2014-06-12,M6P,0.0985
1709,1599957,2014-06-12,M6R,6.33
1733,1598337,2014-06-12,M4J,4.50
1716,1599958,2014-06-12,M6A,1.40
1725,1598715,2014-06-12,M4N,2.03
1692,1598415,2014-06-13,M1N,0.105
1707,1598837,2014-06-13,M3H,0.122
1694,1600492,2014-06-13,M4M,2.08
1703,1598376,2014-06-13,M4G,0.328
1704,1598703,2014-06-13,M5N,<0.0500
1696,1598348,2014-06-13,M4J,5.10
1705,1603705,2014-06-13,M1C,<0.0500
1689,1600035,2014-06-13,M4L,0.0693
1695,1598935,2014-06-13,M4N,0.416
1698,1603770,2014-06-13,M1R,0.0624
1697,1599927,2014-06-13,M6P,1.29
1693,1600932,2014-06-13,M1N,<0.0500
1691,1600659,2014-06-13,M4L,<0.0500
1699,1598373,2014-06-13,M4K,0.292
1700,1598934,2014-06-13,M6R,10.0
1706,1599926,2014-06-13,M6P,0.0742
1701,1599184,2014-06-13,M9M,0.467
1685,1613585,2014-06-14,M5N,0.0994
1686,1598322,2014-06-14,M4C,25.1
1683,1607765,2014-06-14,M6B,<0.0500
1684,1598720,2014-06-14,M3A,<0.0500
1687,1597796,2014-06-14,M4J,2.52
1675,1600554,2014-06-15,M6K,0.0625
1674,1598760,2014-06-15,M4N,6.05
1672,1598908,2014-06-15,M6R,0.157
1682,1600640,2014-06-15,M8V,0.866
1671,1599967,2014-06-15,M5A,0.133
1679,1599996,2014-06-15,M4B,0.299
1673,1598414,2014-06-15,M4G,0.278
1676,1600931,2014-06-15,M2N,0.134
1680,1603323,2014-06-15,M6G,<0.0500
1681,1598810,2014-06-15,M9W,0.0712
1652,1599995,2014-06-16,M9B,0.152
1662,1600630,2014-06-16,M4T,0.443
1636,1600468,2014-06-16,M4W,0.0736
1650,1604413,2014-06-16,M4E,<0.0500
1664,1603499,2014-06-16,M6P,0.248
1660,1598839,2014-06-16,M5M,9.24
1630,1601532,2014-06-16,M4C,36.1
1635,1601099,2014-06-16,M4L,1.10
1641,1598324,2014-06-16,M4J,0.0807
1658,1599209,2014-06-16,M6H,1.75
1661,1599969,2014-06-16,M4C,0.103
1639,1598753,2014-06-16,M5N,2.57
1649,1598838,2014-06-16,M4R,3.18
1632,1598717,2014-06-16,M5M,6.38
1665,1601141,2014-06-16,M6S,0.299
1643,1599928,2014-06-16,M6S,1.19
1646,1598704,2014-06-16,M4S,0.375
1629,1600938,2014-06-16,M6H,0.160
1638,1600458,2014-06-16,M5R,<0.0500
1666,1600639,2014-06-16,M4C,0.691
1633,1598327,2014-06-16,M4E,2.37
1670,1602147,2014-06-16,M6P,0.0877
1663,1598836,2014-06-16,M2R,0.206
1644,1597093,2014-06-16,M4K,1.80
1631,1599950,2014-06-16,M5R,3.93
1667,1600400,2014-06-16,M4V,0.0959
1647,1603744,2014-06-16,M5A,0.900
1651,1603669,2014-06-16,M4C,4.40
1648,1603756,2014-06-16,M4X,0.108
1668,1598957,2014-06-16,M8Z,0.0626
1656,1598431,2014-06-16,M4G,0.0815
1655,1598947,2014-06-16,M6G,0.0918
1654,1614474,2014-06-16,M6N,5.04
1645,1603673,2014-06-16,M1N,1.23
1613,1606285,2014-06-17,M5M,4.65
1606,1600039,2014-06-17,M1N,4.93
1624,1600037,2014-06-17,M4E,0.141
1594,1601107,2014-06-17,M5G,<0.0500
1614,1600028,2014-06-17,M4C,0.255
1617,1599126,2014-06-17,M6S,0.998
1596,1601464,2014-06-17,M5M,11.7
1607,1604360,2014-06-17,M4K,0.136
1611,1598927,2014-06-17,M4N,0.196
1591,1603601,2014-06-17,M1B,<0.0500
1612,1599008,2014-06-17,M6H,0.284
1604,1603413,2014-06-17,M6P,0.406
1620,1599999,2014-06-17,M4C,1.65
1601,1603694,2014-06-17,M1G,<0.0500
1599,1598964,2014-06-17,M6C,0.0938
1626,1597736,2014-06-17,M4C,5.77
1592,1597803,2014-06-17,M4K,0.147
1595,1599900,2014-06-17,M6H,2.13
1627,1600448,2014-06-17,M4S,23.6
1589,1599896,2014-06-17,M6R,4.22
1608,1601796,2014-06-17,M3H,0.201
1625,1603495,2014-06-17,M6R,1.73
1622,1601166,2014-06-17,M4E,0.300
1616,1601467,2014-06-17,M5N,3.64
1605,1601108,2014-06-17,M5R,3.61
1615,1600003,2014-06-17,M4J,2.88
1610,1597711,2014-06-17,M4B,0.0522
1598,1599281,2014-06-17,M6R,6.27
1621,1598926,2014-06-17,M6E,1.82
1593,1602204,2014-06-17,M6C,0.158
1628,1601648,2014-06-17,M5M,5.52
1619,1598369,2014-06-17,M4C,0.0825
1552,1603423,2014-06-18,M6R,<0.0500
1548,1601111,2014-06-18,M6P,2.21
1580,1599128,2014-06-18,M9C,<0.0500
1544,1600657,2014-06-18,M6G,0.860
1559,1598377,2014-06-18,M3C,0.232
1570,1603475,2014-06-18,M6G,0.812
1582,1600941,2014-06-18,M6C,0.197
1542,1601647,2014-06-18,M6H,0.114
1551,1600038,2014-06-18,M4C,0.213
1561,1601804,2014-06-18,M5M,12.0
1577,1603571,2014-06-18,M6P,1.13
1549,1600614,2014-06-18,M6E,0.141
1554,1600960,2014-06-18,M6H,1.24
1547,1600557,2014-06-18,M6J,6.91
1578,1603793,2014-06-18,M6P,0.0635
1560,1598724,2014-06-18,M5M,0.304
1562,1603306,2014-06-18,M9R,0.393
1563,1607791,2014-06-18,M6C,4.86
1566,1600435,2014-06-18,M4L,0.118
1555,1601143,2014-06-18,M4E,0.613
1545,1601817,2014-06-18,M6L,<0.0500
1588,1603871,2014-06-18,M8Z,<0.0500
1581,1604331,2014-06-18,M4J,0.0614
1567,1601649,2014-06-18,M6C,0.192
1572,1600027,2014-06-18,M4J,0.0692
1557,1600617,2014-06-18,M6P,2.90
1569,1600641,2014-06-18,M4M,0.255
1586,1603450,2014-06-18,M6H,1.42
1558,1603682,2014-06-18,M1P,0.284
1553,1598716,2014-06-18,M5P,<0.0500
1576,1606661,2014-06-18,M4E,<0.0500
1543,1600658,2014-06-18,M4L,0.472
1571,1600425,2014-06-18,M6G,0.0689
1565,1607798,2014-06-18,M6C,3.03
1550,1601644,2014-06-18,M1L,<0.0500
1583,1603791,2014-06-18,M8X,0.0793
1546,1604334,2014-06-18,M4C,0.305
1579,1599998,2014-06-18,M4L,4.00
1568,1603428,2014-06-18,M6G,0.0833
1532,1602148,2014-06-19,M6S,0.0597
1533,1601463,2014-06-19,M2N,0.0655
1520,1611738,2014-06-19,M6K,0.379
1503,1603659,2014-06-19,M6P,<0.0500
1527,1606428,2014-06-19,M1B,0.0921
1540,1601793,2014-06-19,M2M,0.418
1509,1603356,2014-06-19,M6G,0.943
1519,1603414,2014-06-19,M6H,0.162
1504,1600426,2014-06-19,M4X,2.62
1529,1601794,2014-06-19,M4R,14.7
1524,1603769,2014-06-19,M9B,<0.0500
1507,1602206,2014-06-19,M6J,0.0700
1522,1600618,2014-06-19,M4M,2.92
1521,1603607,2014-06-19,M5R,1.18
1502,1603935,2014-06-19,M4K,2.56
1512,1600001,2014-06-19,M4J,0.0915
1528,1601563,2014-06-19,M4G,0.0782
1523,1601643,2014-06-19,M5M,0.132
1513,1602215,2014-06-19,M6S,0.269
1541,1601834,2014-06-19,M4S,1.42
1508,1604332,2014-06-19,M4C,0.0642
1510,1601813,2014-06-19,M4L,2.52
1526,1603347,2014-06-19,M6H,0.570
1538,1601847,2014-06-19,M6G,0.696
1537,1603271,2014-06-19,M6R,0.386
1518,1604409,2014-06-19,M1N,0.209
1534,1603424,2014-06-19,M6P,0.104
1539,1606426,2014-06-19,M4T,3.05
1515,1598923,2014-06-19,M5A,0.190
1516,1598925,2014-06-19,M6M,0.0610
1535,1601570,2014-06-19,M5N,0.202
1506,1603643,2014-06-19,M4L,1.39
1525,1601466,2014-06-19,M5M,0.182
1505,1603509,2014-06-19,M6C,0.224
1491,1601803,2014-06-20,M3A,0.159
1501,1600637,2014-06-20,M4K,7.41
1496,1601106,2014-06-20,M6J,1.72
1486,1603309,2014-06-20,M6G,1.22
1500,1602214,2014-06-20,M6R,<0.0500
1493,1601646,2014-06-20,M2M,0.203
1494,1604343,2014-06-20,M4E,1.16
1495,1601837,2014-06-20,M5R,1.29
1497,1603888,2014-06-20,M4K,1.02
1488,1601664,2014-06-20,M5N,0.107
1485,1603937,2014-06-20,M1N,0.0800
1498,1603927,2014-06-20,M4L,3.82
1490,1601575,2014-06-20,M5M,0.109
1489,1603598,2014-06-20,M6P,0.399
1492,1603766,2014-06-20,M9B,<0.0500
1484,1603794,2014-06-21,M1S,0.0976
1481,1603771,2014-06-21,M8W,2.67
1483,1606346,2014-06-21,M6G,<0.0500
1482,1603497,2014-06-21,M6H,5.68
1478,1601850,2014-06-22,M4N,0.0972
1475,1601815,2014-06-22,M4E,2.65
1480,1604348,2014-06-22,M4J,<0.0500
1479,1601849,2014-06-22,M4N,0.656
1477,1606226,2014-06-22,M4B,<0.0500
1474,1603893,2014-06-22,M6N,2.01
1439,1603583,2014-06-23,M6H,0.262
1458,1603560,2014-06-23,M6P,0.493
1453,1601469,2014-06-23,M2M,0.0829
1457,1603906,2014-06-23,M9P,0.168
1442,1601811,2014-06-23,M5S,0.0659
1441,1603488,2014-06-23,M6P,<0.0500
1456,1601485,2014-06-23,M5M,1.12
1460,1603476,2014-06-23,M6R,1.68
1455,1603913,2014-06-23,M4B,0.171
1440,1606262,2014-06-23,M4C,0.0908
1468,1603477,2014-06-23,M6M,0.489
1469,1603802,2014-06-23,M6S,0.125
1463,1607838,2014-06-23,M5M,2.49
1466,1603786,2014-06-23,M9B,<0.0500
1464,1603624,2014-06-23,M6H,1.21
1449,1603908,2014-06-23,M4L,1.47
1452,1603479,2014-06-23,M6R,0.100
1445,1601819,2014-06-23,M6J,3.85
1444,1601818,2014-06-23,M1L,<0.0500
1459,1603652,2014-06-23,M6G,5.87
1471,1603431,2014-06-23,M6H,0.225
1443,1601468,2014-06-23,M3H,0.267
1454,1601507,2014-06-23,M2M,0.0656
1438,1601833,2014-06-23,M5N,9.01
1467,1607957,2014-06-23,M4N,13.2
1448,1601641,2014-06-23,M6B,0.0647
1446,1603940,2014-06-23,M4J,0.126
1414,1606222,2014-06-24,M6K,1.85
1427,1607950,2014-06-24,M5M,2.03
1436,1603836,2014-06-24,M4J,2.34
1419,1606417,2014-06-24,M4L,6.81
1430,1606425,2014-06-24,M6R,0.0762
1433,1603635,2014-06-24,M6R,0.281
1431,1603432,2014-06-24,M6N,<0.0500
1429,1603838,2014-06-24,M5A,0.323
1426,1603910,2014-06-24,M4G,0.363
1418,1603630,2014-06-24,M6P,0.386
1434,1606264,2014-06-24,M6G,0.187
1435,1603792,2014-06-24,M6P,0.324
1412,1606249,2014-06-24,M6H,0.258
1413,1606214,2014-06-24,M6P,0.289
1420,1603675,2014-06-24,M1N,1.41
1432,1603883,2014-06-24,M6S,<0.0500
1425,1607956,2014-06-24,M4N,0.401
1424,1601820,2014-06-24,M5M,1.82
1421,1606229,2014-06-24,M5M,5.58
1422,1603931,2014-06-24,M4E,<0.0500
1415,1606224,2014-06-24,M6P,0.135
1428,1601840,2014-06-24,M4N,0.151
1437,1606258,2014-06-24,M6P,0.233
1416,1606227,2014-06-24,M6P,0.0628
1423,1606055,2014-06-24,M6P,0.236
1391,1606105,2014-06-25,M6P,0.141
1402,1604031,2014-06-25,M4G,0.386
1394,1606052,2014-06-25,M6J,2.12
1411,1603921,2014-06-25,M4J,0.132
1406,1606265,2014-06-25,M6P,<0.0500
1405,1603839,2014-06-25,M4C,8.94
1395,1604353,2014-06-25,M4K,2.75
1404,1606047,2014-06-25,M6S,3.21
1401,1606123,2014-06-25,M6J,0.660
1409,1605450,2014-06-25,M5R,5.41
1397,1603837,2014-06-25,M4L,2.45
1400,1606225,2014-06-25,M6P,1.95
1403,1606238,2014-06-25,M6E,6.08
1410,1606263,2014-06-25,M6C,0.124
1399,1603936,2014-06-25,M4K,2.90
1382,1606138,2014-06-26,M5M,2.53
1373,1606275,2014-06-26,M6E,2.78
1380,1606252,2014-06-26,M8V,0.278
1375,1606246,2014-06-26,M6E,0.149
1372,1606063,2014-06-26,M6S,0.180
1388,1607784,2014-06-26,M6G,<0.0500
1371,1606427,2014-06-26,M5V,1.48
1366,1607951,2014-06-26,M4W,3.04
1386,1607803,2014-06-26,M6E,10.1
1374,1604032,2014-06-26,M4J,2.70
1368,1606211,2014-06-26,M4T,1.31
1381,1606079,2014-06-26,M6R,<0.0500
1377,1603892,2014-06-26,M4C,0.259
1383,1602199,2014-06-26,M6E,0.0641
1376,1606193,2014-06-26,M4S,0.438
1378,1606217,2014-06-26,M6S,2.75
1387,1606220,2014-06-26,M4N,3.90
1369,1606569,2014-06-26,M4K,0.354
1390,1606579,2014-06-26,M4X,0.142
1384,1606075,2014-06-26,M6P,0.190
1389,1606677,2014-06-26,M4L,3.42
1367,1606274,2014-06-26,M4M,4.58
1370,1606281,2014-06-26,M5R,0.185
1379,1606216,2014-06-26,M5T,0.268
1365,1606156,2014-06-26,M6S,0.618
1359,1606040,2014-06-27,M8W,0.925
1362,1603308,2014-06-27,M6R,0.173
1354,1606261,2014-06-27,M1K,0.0992
1348,1606213,2014-06-27,M5P,0.139
1356,1606090,2014-06-27,M4K,<0.0500
1351,1606192,2014-06-27,M6E,3.82
1349,1606692,2014-06-27,M1M,0.166
1355,1607949,2014-06-27,M5M,0.262
1353,1606580,2014-06-27,M4J,0.173
1360,1606551,2014-06-27,M4C,0.101
1350,1606155,2014-06-27,M6H,0.113
1344,1606602,2014-06-27,M4G,0.136
1352,1607910,2014-06-27,M4P,10.9
1357,1606395,2014-06-27,M3B,1.37
1345,1607916,2014-06-27,M4R,9.18
1361,1607823,2014-06-27,M2N,0.744
1363,1606149,2014-06-27,M5V,0.443
1341,1603840,2014-06-28,M4L,0.230
1342,1606671,2014-06-28,M4G,5.37
1340,1608398,2014-06-29,M6J,0.0826
1333,1606215,2014-06-30,M4M,6.20
1339,1603907,2014-06-30,M4C,3.85
1325,1607781,2014-06-30,M5M,0.151
1322,1604338,2014-06-30,M4K,<0.0500
1327,1606122,2014-06-30,M6H,0.929
1335,1606703,2014-06-30,M1L,0.574
1324,1606219,2014-06-30,M6K,0.184
1323,1606548,2014-06-30,M4C,5.06
1337,1607928,2014-06-30,M4N,6.66
1326,1606084,2014-06-30,M6S,0.547
1334,1606049,2014-06-30,M9R,0.0590
1330,1606039,2014-06-30,M6S,0.248
1329,1606348,2014-06-30,M6G,2.72
1321,1606546,2014-06-30,M4J,<0.0500
1332,1606094,2014-06-30,M5R,3.79
1338,1604029,2014-06-30,M4J,0.0919
1313,1606570,2014-07-01,M4E,0.0651
1314,1606154,2014-07-01,M4K,3.11
1315,1606608,2014-07-01,M4M,<0.0500
1318,1606600,2014-07-01,M4K,0.163
1317,1606057,2014-07-01,M6K,10.6
1319,1607959,2014-07-01,M6C,0.343
1320,1607953,2014-07-01,M3H,0.0622
1316,1607854,2014-07-01,M6C,9.98
1304,1606153,2014-07-02,M4X,0.514
1300,1606150,2014-07-02,M4P,1.44
1301,1606267,2014-07-02,M4V,0.162
1302,1606582,2014-07-02,M4E,3.00
1303,1606393,2014-07-02,M8X,1.02
1305,1607915,2014-07-02,M4N,0.0980
1312,1608404,2014-07-02,M6P,<0.0500
1307,1612075,2014-07-02,M1M,0.0860
1308,1607826,2014-07-02,M5M,0.702
1309,1607807,2014-07-02,M6E,0.0532
1310,1608375,2014-07-02,M8Y,1.01
1311,1607827,2014-07-02,M4L,5.90
1306,1608401,2014-07-02,M6S,1.39
1286,1606145,2014-07-03,M4J,5.87
1287,1608214,2014-07-03,M6N,0.264
1288,1607912,2014-07-03,M5M,3.21
1290,1606218,2014-07-03,M4G,0.178
1291,1606056,2014-07-03,M6P,3.70
1292,1607828,2014-07-03,M4J,0.113
1289,1606607,2014-07-03,M4L,7.35
1294,1609402,2014-07-03,M4C,3.62
1293,1609207,2014-07-03,M4J,1.88
1298,1607799,2014-07-03,M6P,0.0712
1297,1606228,2014-07-03,M5S,0.168
1299,1606706,2014-07-03,M4L,0.905
1295,1607829,2014-07-03,M5N,0.118
1296,1608206,2014-07-03,M6S,0.463
1271,1608496,2014-07-04,M6R,4.01
1261,1609256,2014-07-04,M4J,1.13
1262,1609280,2014-07-04,M4K,<0.0500
1263,1606048,2014-07-04,M6P,0.266
1264,1607837,2014-07-04,M4C,0.162
1265,1608213,2014-07-04,M6P,1.08
1266,1609245,2014-07-04,M4E,1.36
1267,1606051,2014-07-04,M6P,0.156
1268,1607830,2014-07-04,M5M,2.87
1269,1608205,2014-07-04,M6R,<0.0500
1270,1606664,2014-07-04,M4L,2.87
1272,1609395,2014-07-04,M4C,0.134
1282,1608502,2014-07-04,M6C,0.112
1274,1608374,2014-07-04,M6H,<0.0500
1275,1609196,2014-07-04,M4J,0.482
1276,1608219,2014-07-04,M6R,1.58
1277,1609389,2014-07-04,M4C,0.0953
1278,1607839,2014-07-04,M5R,6.61
1279,1607778,2014-07-04,M3L,0.387
1280,1608215,2014-07-04,M6G,0.561
1281,1609206,2014-07-04,M4C,5.32
1283,1609363,2014-07-04,M4K,0.0604
1284,1608100,2014-07-04,M6N,<0.0500
1285,1609220,2014-07-04,M4B,0.136
1273,1607792,2014-07-04,M5R,0.176
1258,1608218,2014-07-05,M9A,0.167
1259,1611893,2014-07-05,M1N,1.32
1260,1611772,2014-07-05,M4K,<0.0500
1248,1620485,2014-07-06,M6C,0.109
1249,1607855,2014-07-06,M6C,4.25
1250,1607762,2014-07-06,M4G,0.724
1251,1609253,2014-07-06,M4B,0.261
1257,1611887,2014-07-06,M4C,0.108
1253,1608397,2014-07-06,M6P,1.73
1254,1611889,2014-07-06,M2H,0.127
1255,1612085,2014-07-06,M1L,0.280
1256,1608373,2014-07-06,M9B,<0.0500
1252,1607779,2014-07-06,M5R,0.971
1233,1609302,2014-07-07,M4J,0.124
1224,1609276,2014-07-07,M4C,0.0837
1225,1608512,2014-07-07,M2N,0.735
1226,1608101,2014-07-07,M9V,<0.0500
1227,1607930,2014-07-07,M3H,0.142
1228,1608210,2014-07-07,M6H,2.68
1229,1607825,2014-07-07,M4S,0.0650
1230,1609222,2014-07-07,M4G,5.33
1231,1611922,2014-07-07,M1E,0.0852
1232,1609195,2014-07-07,M4C,0.0586
1234,1608391,2014-07-07,M9B,0.156
1236,1609343,2014-07-07,M4C,1.19
1246,1608209,2014-07-07,M4K,1.13
1237,1608407,2014-07-07,M9P,0.0863
1238,1608138,2014-07-07,M6H,3.60
1239,1607802,2014-07-07,M4C,<0.0500
1240,1608136,2014-07-07,M6R,8.22
1241,1608402,2014-07-07,M6S,2.45
1242,1608217,2014-07-07,M6S,0.640
1243,1609288,2014-07-07,M4L,3.34
1244,1609296,2014-07-07,M4C,0.503
1245,1609221,2014-07-07,M1L,0.558
1235,1609257,2014-07-07,M4L,4.01
1247,1607711,2014-07-07,M5R,1.74
1211,1608207,2014-07-08,M6A,0.192
1210,1608263,2014-07-08,M5M,0.114
1209,1607804,2014-07-08,M4J,0.597
1212,1608400,2014-07-08,M6G,0.994
1207,1609255,2014-07-08,M4J,<0.0500
1206,1613533,2014-07-08,M4C,3.97
1205,1607777,2014-07-08,M5N,29.9
1208,1609297,2014-07-08,M5P,0.0887
1213,1608403,2014-07-08,M6E,0.141
1216,1609258,2014-07-08,M4C,0.208
1215,1611159,2014-07-08,M4N,0.485
1223,1608376,2014-07-08,M6R,0.153
1222,1613594,2014-07-08,M4J,24.9
1221,1613372,2014-07-08,M5R,0.532
1214,1613582,2014-07-08,M4E,0.188
1219,1608199,2014-07-08,M6P,0.227
1218,1608211,2014-07-08,M6A,0.160
1217,1608225,2014-07-08,M6S,13.4
1220,1613586,2014-07-08,M6C,<0.0500
1193,1611770,2014-07-09,M6R,4.20
1186,1611153,2014-07-09,M4P,7.39
1187,1611749,2014-07-09,M6M,3.06
1188,1609295,2014-07-09,M4E,3.28
1189,1608137,2014-07-09,M4N,3.65
1190,1611834,2014-07-09,M9W,<0.0500
1191,1609317,2014-07-09,M4B,0.0656
1192,1613343,2014-07-09,M6S,1.54
1194,1613510,2014-07-09,M6S,0.141
1195,1611707,2014-07-09,M9R,<0.0500
1196,1609394,2014-07-09,M4J,1.92
1197,1613200,2014-07-09,M4B,0.0829
1198,1611743,2014-07-09,M4J,<0.0500
1199,1611750,2014-07-09,M6G,42.8
1200,1611137,2014-07-09,M2P,0.302
1201,1613296,2014-07-09,M4K,0.260
1202,1609254,2014-07-09,M4C,8.14
1203,1613351,2014-07-09,M6C,0.772
1204,1609244,2014-07-09,M4L,0.0893
1174,1613278,2014-07-10,M4P,0.241
1173,1613199,2014-07-10,M4P,0.139
1172,1613353,2014-07-10,M4K,2.92
1168,1611751,2014-07-10,M6M,0.133
1169,1613509,2014-07-10,M5M,0.190
1175,1611705,2014-07-10,M6R,0.136
1171,1613595,2014-07-10,M4N,0.937
1176,1611107,2014-07-10,M4N,2.63
1170,1611719,2014-07-10,M8Y,<0.0500
1178,1612101,2014-07-10,M1R,0.0587
1179,1611727,2014-07-10,M8X,0.269
1180,1608406,2014-07-10,M4N,1.08
1181,1611752,2014-07-10,M6P,0.0708
1182,1612091,2014-07-10,M1R,0.263
1183,1613130,2014-07-10,M4K,2.20
1184,1613589,2014-07-10,M6E,0.399
1185,1611886,2014-07-10,M6G,3.33
1177,1611900,2014-07-10,M1R,0.0908
1154,1611081,2014-07-11,M6H,0.399
1155,1613593,2014-07-11,M4V,3.12
1156,1613491,2014-07-11,M4S,0.0574
1157,1609246,2014-07-11,M4J,38.7
1158,1611136,2014-07-11,M6C,<0.0500
1159,1612082,2014-07-11,M1L,<0.0500
1163,1613584,2014-07-11,M1N,0.0656
1161,1613377,2014-07-11,M6G,0.101
1162,1613518,2014-07-11,M6J,4.31
1164,1611771,2014-07-11,M5P,0.0994
1165,1613272,2014-07-11,M4B,<0.0500
1166,1611757,2014-07-11,M9A,<0.0500
1167,1609269,2014-07-11,M4B,<0.0500
1160,1611138,2014-07-11,M5M,0.0890
1149,1613352,2014-07-13,M6G,0.123
1150,1611152,2014-07-13,M2M,<0.0500
1152,1611747,2014-07-13,M6S,11.7
1153,1613598,2014-07-13,M4L,<0.0500
1151,1613599,2014-07-13,M4J,2.28
1130,1613591,2014-07-14,M5A,0.378
1131,1614452,2014-07-14,M5P,0.707
1132,1613219,2014-07-14,M1L,1.04
1133,1613241,2014-07-14,M4J,<0.0500
1134,1613581,2014-07-14,M6G,0.619
1135,1613238,2014-07-14,M4L,0.0533
1136,1613519,2014-07-14,M6G,1.28
1137,1613203,2014-07-14,M4C,1.68
1138,1613250,2014-07-14,M4C,5.05
1139,1613588,2014-07-14,M6J,3.76
1141,1613259,2014-07-14,M1N,3.61
1142,1613590,2014-07-14,M5P,0.401
1143,1611884,2014-07-14,M6J,11.2
1144,1611756,2014-07-14,M6H,0.395
1145,1618012,2014-07-14,M5M,0.102
1146,1645080,2014-07-14,M4C,<0.0500
1147,1611780,2014-07-14,M8Z,0.357
1148,1613583,2014-07-14,M6C,0.106
1129,1613597,2014-07-14,M6G,0.162
1128,1611902,2014-07-14,M5M,<0.0500
1140,1613264,2014-07-14,M4J,1.29
1115,1610981,2014-07-15,M5N,<0.0500
1116,1610982,2014-07-15,M5N,0.298
1119,1615008,2014-07-15,M6R,0.214
1114,1613246,2014-07-15,M4G,8.94
1113,1613133,2014-07-15,M4C,0.0962
1112,1611706,2014-07-15,M6E,2.78
1111,1611921,2014-07-15,M5M,0.598
1110,1611739,2014-07-15,M6N,3.53
1109,1611888,2014-07-15,M1T,0.112
1108,1611133,2014-07-15,M4N,0.262
1107,1613207,2014-07-15,M4C,1.52
1106,1613255,2014-07-15,M4K,1.36
1105,1615004,2014-07-15,M6M,<0.0500
1117,1610983,2014-07-15,M5N,0.229
1104,1615012,2014-07-15,M4L,1.16
1121,1611720,2014-07-15,M6R,4.45
1122,1615047,2014-07-15,M5R,0.0624
1123,1611860,2014-07-15,M4N,<0.0500
1124,1614471,2014-07-15,M3H,<0.0500
1125,1613320,2014-07-15,M1P,0.199
1126,1615115,2014-07-15,M9N,<0.0500
1127,1613132,2014-07-15,M4C,1.24
1120,1613233,2014-07-15,M4K,0.0558
1118,1610984,2014-07-15,M5N,10.3
1088,1615177,2014-07-16,M9A,0.0588
1087,1615034,2014-07-16,M6R,0.168
1086,1615200,2014-07-16,M6P,2.97
1085,1613587,2014-07-16,M5M,2.19
1089,1613596,2014-07-16,M6S,0.0829
1090,1614464,2014-07-16,M3H,<0.0500
1103,1611897,2014-07-16,M9N,0.793
1091,1611731,2014-07-16,M6N,<0.0500
1092,1611838,2014-07-16,M4N,0.0941
1094,1611858,2014-07-16,M4N,0.114
1095,1613516,2014-07-16,M5A,1.49
1096,1614442,2014-07-16,M4G,0.169
1093,1611892,2014-07-16,M6B,0.0590
1098,1613287,2014-07-16,M4G,0.753
1099,1613131,2014-07-16,M4G,0.102
1100,1613187,2014-07-16,M4G,9.83
1101,1618083,2014-07-16,M6R,4.23
1102,1615009,2014-07-16,M5V,0.0643
1097,1612095,2014-07-16,M3H,0.0544
1073,1615040,2014-07-17,M6R,0.0683
1067,1613215,2014-07-17,M4C,0.128
1068,1615010,2014-07-17,M6R,3.13
1069,1613326,2014-07-17,M4R,1.29
1070,1615019,2014-07-17,M6H,0.315
1071,1615954,2014-07-17,M4K,7.37
1072,1615007,2014-07-17,M4C,0.545
1075,1615127,2014-07-17,M6M,0.0601
1074,1613286,2014-07-17,M4J,2.44
1084,1614411,2014-07-17,M5M,1.40
1077,1613288,2014-07-17,M4B,<0.0500
1078,1613600,2014-07-17,M6J,0.654
1079,1615037,2014-07-17,M6S,0.779
1080,1615199,2014-07-17,M6S,2.94
1081,1615099,2014-07-17,M4W,1.06
1082,1615100,2014-07-17,M6R,2.03
1083,1615110,2014-07-17,M6S,0.541
1076,1611885,2014-07-17,M6R,0.0798
1054,1615036,2014-07-18,M8Z,0.306
1055,1614473,2014-07-18,M2J,0.124
1056,1615083,2014-07-18,M9B,<0.0500
1057,1614553,2014-07-18,M4C,0.176
1059,1615950,2014-07-18,M4L,1.10
1058,1615163,2014-07-18,M8V,0.102
1061,1619374,2014-07-18,M9B,0.750
1062,1615070,2014-07-18,M6S,15.3
1064,1615198,2014-07-18,M6P,<0.0500
1065,1615946,2014-07-18,M4C,0.139
1066,1615002,2014-07-18,M6G,<0.0500
1060,1614524,2014-07-18,M4R,1.92
1063,1614525,2014-07-18,M4R,1.61
1050,1615953,2014-07-20,M4C,0.867
1051,1614469,2014-07-20,M4V,<0.0500
1053,1615176,2014-07-20,M6H,3.35
1052,1614412,2014-07-20,M4J,2.66
1034,1614410,2014-07-21,M6G,4.43
1039,1618319,2014-07-21,M6J,0.671
1035,1614427,2014-07-21,M4N,0.169
1036,1614413,2014-07-21,M4N,<0.0500
1037,1614414,2014-07-21,M1N,0.127
1038,1615947,2014-07-21,M4M,1.18
1040,1615948,2014-07-21,M1N,0.0572
1048,1615174,2014-07-21,M6S,5.09
1042,1615039,2014-07-21,M6H,0.341
1043,1614453,2014-07-21,M5R,0.149
1044,1614531,2014-07-21,M6G,0.184
1045,1615038,2014-07-21,M6P,28.9
1046,1619323,2014-07-21,M4J,0.0736
1047,1614552,2014-07-21,M6S,0.502
1049,1615944,2014-07-21,M4L,0.800
1041,1613526,2014-07-21,M6H,21.3
1015,1614472,2014-07-22,M6E,0.608
1018,1615022,2014-07-22,M6J,0.930
1017,1615942,2014-07-22,M4J,0.0563
1016,1620665,2014-07-22,M4N,0.133
1014,1620664,2014-07-22,M5M,8.29
1019,1615178,2014-07-22,M9A,0.260
